Date,Open,High,Low,Close,Volume,Adj Close
2012-12-31,1411.95,1437.00,1408.00,1432.20,187800,1432.20
2012-12-28,1405.00,1416.90,1394.95,1409.45,139900,1409.45
2012-12-27,1419.70,1420.00,1396.45,1402.90,331700,1402.90
2012-12-26,1414.95,1426.15,1411.10,1415.25,113300,1415.25
2012-12-25,1410.85,1410.85,1410.85,1410.85,000,1410.85
2012-12-24,1397.50,1415.00,1393.75,1410.85,151400,1410.85
2012-12-21,1399.00,1402.95,1383.15,1397.30,226700,1397.30
2012-12-20,1416.00,1416.00,1397.35,1402.50,131400,1402.50
2012-12-19,1424.00,1424.00,1403.65,1415.05,295600,1415.05
2012-12-18,1415.55,1423.00,1391.45,1410.65,174500,1410.65
2012-12-17,1404.90,1418.00,1390.00,1414.65,179100,1414.65
2012-12-14,1403.00,1412.55,1386.00,1404.35,344100,1404.35
2012-12-13,1433.00,1444.45,1367.15,1396.05,606200,1396.05
2012-12-12,1439.00,1442.00,1417.00,1421.05,169700,1421.05
2012-12-11,1416.00,1454.00,1416.00,1427.90,350500,1427.90
2012-12-10,1414.80,1431.25,1402.55,1413.50,123100,1413.50
2012-12-07,1425.00,1438.00,1410.00,1414.80,134200,1414.80
2012-12-06,1430.10,1436.90,1401.00,1418.35,204000,1418.35
2012-12-05,1427.30,1442.00,1421.25,1431.95,383500,1431.95
2012-12-04,1437.00,1441.00,1415.00,1426.65,220100,1426.65
2012-12-03,1392.25,1447.30,1384.60,1435.90,444200,1435.90
2012-11-30,1399.00,1406.30,1375.00,1383.90,396300,1383.90
2012-11-29,1385.10,1409.00,1385.10,1396.10,406000,1396.10
2012-11-28,1390.50,1390.50,1390.50,1390.50,000,1390.50
2012-11-27,1385.00,1398.00,1381.00,1390.50,199200,1390.50
2012-11-26,1385.00,1390.35,1370.80,1382.80,97400,1382.80
2012-11-23,1393.00,1398.50,1372.05,1381.30,93300,1381.30
2012-11-22,1381.10,1404.90,1381.10,1391.65,151700,1391.65
2012-11-21,1385.35,1394.00,1366.60,1384.30,128200,1384.30
2012-11-20,1385.00,1393.00,1351.45,1378.90,295500,1378.90
2012-11-19,1380.00,1396.75,1368.00,1382.65,232200,1382.65
2012-11-16,1410.95,1410.95,1369.45,1378.10,132900,1378.10
2012-11-15,1420.05,1423.25,1389.05,1404.40,154500,1404.40
2012-11-14,1434.45,1434.45,1434.45,1434.45,000,1434.45
2012-11-13,1434.45,1434.45,1434.45,1434.45,000,1434.45
2012-11-12,1464.60,1464.60,1429.00,1434.45,132800,1434.45
2012-11-09,1478.85,1484.00,1443.50,1453.25,100500,1453.25
2012-11-08,1461.00,1487.95,1455.20,1473.40,255200,1473.40
2012-11-07,1473.00,1479.90,1459.15,1472.70,163400,1472.70
2012-11-06,1434.90,1479.90,1433.10,1473.40,460800,1473.40
2012-11-05,1409.00,1440.00,1402.50,1436.55,287300,1436.55
2012-11-02,1406.15,1417.30,1398.95,1408.40,128700,1408.40
2012-11-01,1384.95,1399.85,1371.20,1395.10,206100,1395.10
2012-10-31,1376.15,1390.80,1365.10,1379.05,222900,1379.05
2012-10-30,1414.95,1420.60,1375.40,1378.40,240400,1378.40
2012-10-29,1404.00,1420.00,1404.00,1414.75,203500,1414.75
2012-10-26,1401.30,1401.30,1401.30,1401.30,000,1401.30
2012-10-25,1406.80,1413.50,1389.75,1401.30,472600,1401.30
2012-10-24,1404.30,1404.30,1404.30,1404.30,000,1404.30
2012-10-23,1416.85,1423.75,1398.25,1404.30,162500,1404.30
2012-10-22,1407.85,1424.00,1398.05,1418.65,206500,1418.65
