Date,Open,High,Low,Close,Volume,Adj Close
2012-07-31,732.90,735.00,715.00,727.10,799300,727.10
2012-07-30,720.00,732.00,710.35,730.60,931600,730.60
2012-07-27,769.90,778.00,708.00,714.85,3382700,714.85
2012-07-26,793.00,795.00,748.70,755.95,816700,755.95
2012-07-25,809.00,809.05,786.00,792.20,330100,792.20
2012-07-24,805.00,813.80,803.35,806.75,276800,806.75
2012-07-23,812.05,816.00,799.00,805.35,270300,805.35
2012-07-20,824.00,828.10,814.00,819.40,350100,819.40
2012-07-19,840.00,842.90,816.95,823.70,670500,823.70
2012-07-18,857.50,858.20,830.20,832.05,684000,832.05
2012-07-17,860.00,865.00,853.00,857.05,405200,857.05
2012-07-16,846.00,859.95,835.70,852.65,374200,852.65
2012-07-13,848.00,860.00,830.00,842.95,326000,842.95
2012-07-12,855.00,862.95,840.10,844.60,297200,844.60
2012-07-11,856.00,874.00,856.00,863.00,447700,863.00
2012-07-10,838.70,868.75,833.65,864.75,715100,864.75
2012-07-09,832.00,839.80,828.20,837.40,240100,837.40
2012-07-06,847.00,847.00,830.20,840.90,382500,840.90
2012-07-05,846.00,849.95,835.00,845.65,368400,845.65
2012-07-04,835.00,848.95,830.00,846.20,586600,846.20
2012-07-03,820.00,834.50,816.20,829.45,670100,829.45
2012-07-02,818.90,819.40,808.55,814.00,461800,814.00
2012-06-29,795.00,810.00,795.00,808.30,515500,808.30
2012-06-28,789.00,791.25,782.25,787.90,378900,787.90
2012-06-27,785.00,789.00,778.90,786.10,326600,786.10
2012-06-26,774.00,784.00,769.00,781.00,333200,781.00
2012-06-25,785.00,796.10,768.00,774.20,657600,774.20
2012-06-22,762.20,783.95,760.20,780.00,503800,780.00
2012-06-21,751.35,782.00,746.65,779.35,657200,779.35
2012-06-20,755.70,762.50,751.10,754.25,561600,754.25
2012-06-19,761.00,764.05,742.30,749.45,877800,749.45
2012-06-18,806.00,811.90,755.00,760.25,868400,760.25
2012-06-15,777.00,795.00,772.55,792.15,647200,792.15
2012-06-14,795.80,799.90,767.00,769.45,835400,769.45
2012-06-13,807.00,818.00,805.00,814.15,813000,792.15
2012-06-12,768.60,804.90,766.25,801.75,847000,780.09
2012-06-11,789.90,799.95,765.65,771.95,525500,751.09
2012-06-08,768.90,787.60,753.90,782.00,777400,760.87
2012-06-07,780.00,780.00,756.05,766.15,617200,745.45
2012-06-06,752.00,771.90,752.00,768.85,504200,748.07
2012-06-05,745.10,756.00,734.75,750.95,464500,730.66
2012-06-04,720.00,743.90,713.15,739.75,562400,719.76
2012-06-01,759.70,759.70,725.00,727.35,697800,707.70
2012-05-31,724.00,763.80,720.40,755.50,1067700,735.08
2012-05-30,745.00,749.00,728.00,731.35,583000,711.59
2012-05-29,755.00,758.00,745.90,749.30,485200,729.05
2012-05-28,729.40,754.00,728.00,749.30,761600,729.05
2012-05-25,721.90,733.00,721.65,725.85,630200,706.24
2012-05-24,713.90,729.20,707.65,724.55,384300,704.97
2012-05-23,718.00,719.95,703.50,708.10,427900,688.97
2012-05-22,726.90,731.90,718.00,719.95,679700,700.50
2012-05-21,729.90,734.60,714.85,719.40,446700,699.96
2012-05-18,710.00,734.00,706.45,721.65,893900,702.15
2012-05-17,716.00,723.80,711.20,719.50,384500,700.06
2012-05-16,723.10,725.15,707.00,709.35,492700,690.18
2012-05-15,717.50,736.90,716.95,731.20,450200,711.44
2012-05-14,750.30,756.00,721.20,723.85,505200,704.29
2012-05-11,749.70,760.00,735.00,744.85,648600,724.72
2012-05-10,765.00,774.70,747.00,753.20,864500,732.85
2012-05-09,783.90,797.00,757.90,767.45,1683400,746.71
2012-05-08,802.00,820.50,776.00,783.95,749000,762.77
2012-05-07,798.00,803.95,765.85,795.40,801200,773.91
2012-05-04,840.00,842.40,795.20,804.20,580600,782.47
2012-05-03,858.00,863.30,840.00,843.80,237500,821.00
2012-05-02,851.00,874.00,851.00,866.95,307200,843.52
2012-05-01,848.60,848.60,848.60,848.60,000,825.67
2012-04-30,835.10,862.00,835.10,850.15,293000,827.18
2012-04-27,850.00,859.90,827.10,834.00,312400,811.46
2012-04-26,880.00,882.50,840.10,845.30,778400,822.46
2012-04-25,881.10,893.45,865.00,875.00,217100,851.36
2012-04-24,890.10,897.00,872.95,883.05,232000,859.19
2012-04-23,906.00,914.00,885.00,888.30,328700,864.30
2012-04-20,919.60,924.90,895.00,906.20,220500,881.71
2012-04-19,926.25,930.00,916.00,921.70,168100,896.79
2012-04-18,937.00,937.65,918.15,924.20,191000,899.23
2012-04-17,930.00,941.00,906.55,928.90,630400,903.80
2012-04-16,895.00,926.85,893.90,923.75,318500,898.79
2012-04-13,920.00,930.90,896.00,902.50,341900,878.11
2012-04-12,906.70,923.50,900.10,912.55,521800,887.89
2012-04-11,905.00,912.00,889.75,899.95,539500,875.63
2012-04-10,913.25,917.55,900.00,906.90,305300,882.39
2012-04-09,923.00,926.00,905.20,911.25,324800,886.63
2012-04-06,929.30,929.30,929.30,929.30,000,904.19
2012-04-05,929.30,929.30,929.30,929.30,000,904.19
2012-04-04,922.00,933.90,922.00,929.30,211300,904.19
2012-04-03,929.00,940.00,925.60,931.20,367300,906.04
2012-04-02,931.80,941.90,922.00,929.00,291500,903.90
2012-03-30,922.00,935.60,914.25,925.00,432700,900.00
2012-03-29,905.00,918.35,898.45,909.55,417500,884.97
2012-03-28,928.00,928.00,906.05,912.30,311700,887.65
2012-03-27,926.90,939.00,902.20,925.30,548500,900.30
2012-03-26,952.00,952.25,906.00,911.35,342100,886.72
2012-03-23,948.00,960.55,932.05,951.45,277400,925.74
2012-03-22,981.50,987.75,936.10,945.25,423600,919.71
2012-03-21,953.15,977.30,948.10,975.00,305200,948.65
2012-03-20,934.70,964.00,923.40,958.10,479300,932.21
2012-03-19,966.00,970.00,925.50,927.45,445500,902.39
2012-03-16,1005.70,1020.00,955.55,963.45,544800,937.42
2012-03-15,1028.00,1035.00,990.00,996.70,517000,969.77
2012-03-14,987.05,1034.70,981.25,1026.55,784500,998.81
2012-03-13,981.80,986.65,972.10,976.30,319400,949.92
2012-03-12,982.90,987.95,959.55,971.05,350400,944.81
2012-03-09,944.00,960.00,942.05,957.70,224200,931.82
2012-03-08,948.65,948.65,948.65,948.65,000,923.02
2012-03-07,933.25,940.00,918.00,932.30,227700,907.11
2012-03-06,941.00,967.80,920.60,933.30,431200,908.08
2012-03-05,962.50,962.50,925.20,941.05,504900,915.62
2012-03-02,960.00,974.00,936.55,953.70,393600,927.93
2012-03-01,955.90,959.75,931.25,948.65,308900,923.02
2012-02-29,958.00,981.85,945.95,953.30,422300,927.54
2012-02-28,924.00,969.90,912.25,951.30,671800,925.59
2012-02-27,962.00,968.35,888.20,908.90,566600,884.34
2012-02-24,1008.00,1020.00,961.00,965.20,709200,939.12
2012-02-23,1015.00,1036.50,991.10,1002.75,1001400,975.65
2012-02-22,1084.00,1090.05,1018.30,1026.80,469900,999.05
2012-02-21,1077.70,1091.05,1066.00,1071.75,258900,1042.79
2012-02-20,1076.50,1076.50,1076.50,1076.50,000,1047.41
2012-02-17,1060.00,1089.30,1060.00,1076.50,539400,1047.41
2012-02-16,1045.20,1063.80,1037.00,1056.65,399600,1028.10
2012-02-15,1024.00,1057.80,1020.00,1050.30,680300,1021.92
2012-02-14,992.00,1021.45,990.10,1015.75,566300,988.30
2012-02-13,1010.00,1010.00,981.25,994.75,468700,967.87
2012-02-10,998.00,1024.00,996.15,1007.65,603500,980.42
2012-02-09,980.00,1004.00,978.15,1000.55,279700,973.51
2012-02-08,985.10,997.10,975.05,980.70,416400,954.20
2012-02-07,980.00,994.00,975.10,982.80,364600,956.24
2012-02-06,965.00,981.50,964.35,974.55,430200,948.22
2012-02-03,946.75,966.35,940.00,962.80,439200,936.78
2012-02-02,969.90,973.70,920.00,952.80,809000,927.05
2012-02-01,940.00,964.70,933.60,955.80,772500,929.97
2012-01-31,970.00,982.25,920.00,941.15,2098200,915.72
2012-01-30,965.00,977.50,952.25,955.25,302000,929.44
2012-01-27,998.55,1001.90,964.10,971.15,283900,944.91
2012-01-26,1000.95,1000.95,1000.95,1000.95,000,973.90
2012-01-25,1005.00,1017.00,987.00,1000.95,442100,973.90
2012-01-24,968.80,1014.45,952.00,1002.60,792200,975.51
2012-01-23,948.00,972.00,941.60,961.10,313900,935.13
2012-01-20,915.00,955.00,915.00,948.55,332400,922.92
2012-01-19,909.00,916.80,905.85,911.75,214300,887.11
2012-01-18,917.00,919.90,895.05,901.95,165000,877.58
2012-01-17,897.00,921.55,890.35,917.60,301300,892.80
2012-01-16,893.80,893.80,865.00,885.95,414800,862.01
2012-01-13,912.00,915.05,890.00,894.85,458400,870.67
2012-01-12,879.90,909.00,874.85,902.85,501100,878.45
2012-01-11,866.30,888.00,860.50,880.45,325100,856.66
2012-01-10,832.00,868.10,828.75,859.80,435400,836.57
2012-01-09,816.50,834.70,801.50,824.70,220500,802.41
2012-01-06,824.80,824.80,803.00,812.30,376600,790.35
2012-01-05,804.00,835.50,800.05,826.80,415400,804.46
2012-01-04,804.00,807.45,790.30,798.60,283800,777.02
2012-01-03,775.00,806.00,771.90,802.10,237400,780.43
2012-01-02,784.90,784.90,756.55,766.25,284600,745.54
2011-12-30,783.00,789.85,775.50,780.80,218400,759.70
2011-12-29,765.00,788.00,752.80,780.90,579600,759.80
2011-12-28,809.90,809.90,771.00,774.35,412900,753.43
2011-12-27,810.00,815.00,803.05,808.35,243700,786.51
2011-12-26,816.80,824.80,808.35,812.65,194100,790.69
2011-12-23,825.25,841.40,807.05,816.80,331000,794.73
2011-12-22,785.10,825.70,785.10,822.35,466200,800.13
2011-12-21,800.00,800.00,778.20,790.20,424600,768.85
2011-12-20,800.00,809.00,771.00,778.10,488500,757.07
2011-12-19,825.00,825.00,782.35,799.05,333500,777.46
2011-12-16,877.00,887.00,819.00,828.65,418300,806.26
2011-12-15,884.00,885.35,865.50,868.55,246500,845.08
2011-12-14,887.00,905.00,876.00,885.50,235400,861.57
2011-12-13,889.00,895.00,866.20,889.25,419100,865.22
2011-12-12,935.95,937.25,882.95,892.90,231200,868.77
2011-12-09,915.15,943.85,902.25,927.00,400600,901.95
2011-12-08,914.00,944.00,912.55,933.40,742100,908.18
2011-12-07,932.00,943.80,912.10,921.00,224600,896.11
2011-12-06,927.50,927.50,927.50,927.50,000,902.44
2011-12-05,922.00,933.20,905.00,927.50,270800,902.44
2011-12-02,904.90,921.00,890.20,916.35,368300,891.59
2011-12-01,905.00,912.00,890.05,900.95,390600,876.60
2011-11-30,873.20,889.70,873.20,882.05,327700,858.22
2011-11-29,924.00,925.70,881.30,891.60,492400,867.51
2011-11-28,898.00,935.55,880.35,921.15,559600,896.26
2011-11-25,879.00,893.00,868.20,880.40,431700,856.61
2011-11-24,881.80,892.70,862.10,885.00,845100,861.09
2011-11-23,877.90,894.80,855.95,883.40,581000,859.53
2011-11-22,869.00,890.00,867.40,884.25,303700,860.36
2011-11-21,876.00,876.00,860.05,867.40,165000,843.96
2011-11-18,861.00,887.00,845.00,877.00,450900,853.30
2011-11-17,890.00,894.45,852.20,872.65,359300,849.07
2011-11-16,914.00,914.50,891.00,895.90,344000,871.69
2011-11-15,933.00,937.00,913.55,918.10,281400,893.29
2011-11-14,958.00,962.05,920.35,932.40,165100,907.20
2011-11-11,961.50,964.70,948.15,954.15,211200,928.37
2011-11-09,981.50,985.00,958.60,965.70,865100,939.60
2011-11-08,987.40,987.40,965.60,978.25,245500,951.82
2011-11-04,999.70,1002.90,975.00,978.50,312800,952.06
2011-11-03,978.00,995.70,975.00,987.80,527400,961.11
2011-11-02,988.00,989.80,967.00,978.15,1114000,951.72
2011-11-01,976.25,1031.00,969.05,1012.65,2414000,985.29
2011-10-31,966.10,979.00,948.80,976.25,367800,949.87
2011-10-28,960.00,1001.00,955.00,962.40,175900,936.39
2011-10-26,930.90,942.90,930.90,940.65,47600,915.23
2011-10-25,965.00,977.85,921.00,929.35,812900,904.24
2011-10-24,987.90,1007.90,962.50,970.20,339100,943.98
2011-10-21,991.00,998.00,976.00,982.25,257200,955.71
2011-10-20,970.30,995.70,959.20,983.50,378700,956.92
2011-10-19,971.25,984.95,969.95,979.70,130900,953.23
2011-10-18,960.00,970.00,956.55,965.40,121000,939.31
2011-10-17,980.00,983.95,965.35,969.80,141600,943.59
2011-10-14,980.00,983.85,968.30,972.50,127400,946.22
2011-10-13,1000.50,1001.65,974.00,980.75,284300,954.25
2011-10-12,956.00,996.60,950.35,985.85,353100,959.21
2011-10-11,944.00,959.00,939.10,954.40,357000,928.61
2011-10-10,924.00,937.65,910.00,931.40,190900,906.23
2011-10-07,925.45,944.15,913.45,925.00,328200,900.00
2011-10-05,920.00,930.00,901.35,908.95,330300,884.39
2011-10-04,926.00,952.80,871.00,924.00,716700,899.03
2011-10-03,935.00,945.00,925.60,934.45,243400,909.20
2011-09-30,960.00,960.00,941.00,953.00,506100,927.25
2011-09-29,965.40,975.00,946.05,970.50,367700,944.28
2011-09-28,995.00,996.00,958.00,967.00,349800,940.87
2011-09-27,990.00,1002.70,985.00,990.90,218800,964.12
2011-09-26,970.00,985.00,935.25,973.70,352100,947.39
2011-09-23,950.00,977.85,942.30,970.15,365100,943.93
2011-09-22,990.00,992.80,952.25,959.90,223600,933.96
2011-09-21,1010.30,1013.00,993.00,999.75,228400,972.73
2011-09-20,978.00,1008.90,973.00,1003.10,160700,975.99
2011-09-19,975.00,979.50,967.25,977.15,123800,950.75
2011-09-16,975.30,987.90,962.50,980.60,361200,954.10
2011-09-15,965.00,974.90,950.00,971.00,262200,944.76
2011-09-14,956.00,967.00,941.70,958.40,367300,932.50
2011-09-13,945.00,962.50,930.05,951.85,350800,926.13
2011-09-12,948.00,952.00,930.10,941.10,377700,915.67
2011-09-09,963.70,976.00,946.35,966.60,698000,940.48
2011-09-08,955.00,967.00,950.75,962.25,391200,936.25
2011-09-07,935.00,967.00,934.40,953.55,420500,927.78
2011-09-06,921.00,938.50,908.50,935.15,385400,909.88
2011-09-05,907.00,933.00,895.00,929.80,445900,904.67
2011-09-02,931.00,938.70,905.10,910.05,339700,885.46
2011-08-30,938.40,939.80,910.10,929.00,475600,903.90
2011-08-29,917.40,945.00,917.25,925.05,490200,900.05
2011-08-26,969.75,970.00,900.60,909.20,456500,884.63
2011-08-25,978.35,1010.00,938.00,960.80,561600,934.84
2011-08-24,996.90,1005.00,971.50,974.65,214700,948.31
2011-08-23,993.00,1001.00,971.35,993.90,222400,967.04
2011-08-22,999.70,999.70,953.00,980.10,371600,953.62
2011-08-19,990.00,1024.05,980.05,991.60,378700,964.80
2011-08-18,1047.85,1047.85,991.45,1011.55,596000,984.22
2011-08-17,1074.00,1079.15,1029.00,1043.35,479200,1015.16
2011-08-16,1090.00,1092.45,1061.25,1068.25,228800,1039.38
2011-08-12,1116.80,1123.00,1082.00,1085.30,339100,1055.97
2011-08-11,1123.00,1134.50,1102.50,1111.35,109600,1081.32
2011-08-10,1127.00,1131.80,1112.85,1124.70,220600,1094.31
2011-08-09,1061.00,1124.00,1061.00,1114.05,489300,1083.95
2011-08-08,1040.25,1119.80,1040.25,1101.75,320700,1071.98
2011-08-05,1051.00,1089.70,1041.45,1075.55,397600,1046.49
2011-08-04,1091.00,1103.55,1073.00,1077.40,163700,1048.29
2011-08-03,1078.50,1101.00,1068.10,1093.85,256200,1064.29
2011-08-02,1111.00,1112.60,1090.00,1094.50,160500,1064.92
2011-08-01,1136.00,1144.85,1104.15,1116.80,267400,1086.62
2011-07-29,1101.00,1132.90,1095.00,1123.90,337700,1093.53
2011-07-28,1105.20,1143.00,1082.50,1100.35,1067200,1070.62
2011-07-27,1156.20,1164.00,1117.00,1126.05,233400,1095.62
2011-07-26,1191.25,1202.00,1152.20,1165.65,595000,1134.15
2011-07-25,1170.90,1200.00,1164.00,1197.00,202500,1164.65
2011-07-22,1141.00,1174.95,1141.00,1169.70,162600,1138.09
2011-07-21,1158.00,1158.00,1136.00,1141.40,83900,1110.56
2011-07-20,1162.65,1169.80,1143.30,1160.15,217100,1128.80
2011-07-19,1142.05,1169.85,1142.05,1159.80,151900,1128.46
2011-07-18,1132.00,1158.60,1132.00,1150.40,68200,1119.31
2011-07-15,1148.40,1153.55,1136.30,1140.10,113900,1109.29
2011-07-14,1135.00,1160.00,1124.10,1147.90,270700,1116.88
2011-07-13,1129.00,1143.50,1122.50,1137.30,149100,1106.57
2011-07-12,1123.75,1129.90,1105.35,1119.20,236100,1088.96
2011-07-11,1148.00,1149.50,1125.20,1128.75,110800,1098.25
2011-07-08,1144.55,1169.70,1139.55,1153.15,150600,1121.99
2011-07-07,1121.65,1148.00,1119.00,1143.95,168900,1113.04
2011-07-06,1134.50,1134.50,1118.20,1126.75,120500,1096.30
2011-07-05,1128.00,1144.70,1110.00,1134.50,136500,1103.84
2011-07-04,1100.00,1131.85,1094.00,1126.00,113200,1095.57
2011-07-01,1094.00,1101.80,1082.00,1091.50,149800,1062.01
2011-06-30,1087.00,1099.00,1078.25,1089.25,287000,1059.82
2011-06-29,1082.70,1087.55,1068.30,1085.25,131600,1055.92
2011-06-28,1075.00,1082.45,1066.65,1073.70,226400,1044.69
2011-06-27,1057.90,1072.00,1054.00,1065.55,241800,1036.76
2011-06-24,1049.95,1074.00,1048.00,1061.95,379800,1033.25
2011-06-23,1040.00,1046.10,1034.25,1040.30,248600,1012.19
2011-06-22,1047.00,1047.00,1036.30,1041.80,69200,1013.65
2011-06-21,1055.00,1061.50,1034.00,1039.60,120700,1011.51
2011-06-20,1050.00,1062.00,1040.00,1050.35,193700,1021.97
2011-06-17,1047.00,1057.00,1040.00,1049.80,141100,1021.43
2011-06-16,1060.00,1065.55,1041.05,1046.85,397800,1018.56
2011-06-15,1092.90,1093.05,1080.25,1082.85,116300,1032.18
2011-06-14,1086.00,1096.85,1085.20,1089.40,92500,1038.43
2011-06-13,1090.00,1090.00,1078.05,1085.80,59400,1035.00
2011-06-10,1092.00,1093.50,1078.35,1090.70,229000,1039.67
2011-06-09,1092.00,1098.90,1086.20,1090.55,86100,1039.52
2011-06-08,1094.90,1103.55,1085.05,1093.35,168900,1042.19
2011-06-07,1075.20,1095.70,1074.00,1093.25,39200,1042.10
2011-06-06,1080.00,1089.85,1065.50,1082.60,67700,1031.95
2011-06-03,1090.00,1096.00,1075.10,1080.25,144200,1029.71
2011-06-02,1094.00,1094.00,1075.10,1084.85,182800,1034.09
2011-06-01,1100.55,1108.25,1093.65,1102.20,109500,1050.63
2011-05-31,1075.00,1103.00,1074.15,1099.60,181700,1048.15
2011-05-30,1076.00,1088.00,1062.15,1070.45,205800,1020.36
2011-05-27,1068.00,1080.30,1054.50,1076.50,255000,1026.13
2011-05-26,1052.00,1115.00,1044.70,1082.05,687800,1031.42
2011-05-25,1053.70,1058.15,1045.00,1051.25,154900,1002.06
2011-05-24,1017.25,1057.90,1017.25,1049.35,189300,1000.25
2011-05-23,1034.00,1034.50,1007.00,1030.30,286100,982.09
2011-05-20,1040.00,1048.80,1027.10,1033.55,224900,985.19
2011-05-19,1060.00,1062.00,1032.00,1035.95,213100,987.48
2011-05-18,1060.00,1062.00,1044.10,1055.25,296200,1005.88
2011-05-17,1069.95,1069.95,1054.00,1058.80,179200,1009.26
2011-05-16,1088.00,1088.00,1057.00,1060.55,154700,1010.93
2011-05-13,1079.95,1101.90,1065.25,1083.15,149100,1032.47
2011-05-12,1079.85,1085.00,1068.00,1073.05,164400,1022.84
2011-05-11,1092.00,1093.00,1071.00,1079.95,118500,1029.42
2011-05-10,1081.50,1090.00,1074.00,1087.55,112700,1036.66
2011-05-09,1107.30,1116.80,1072.85,1078.55,226600,1028.08
2011-05-06,1070.00,1103.00,1070.00,1099.90,207700,1048.44
2011-05-05,1119.95,1119.95,1052.20,1066.45,448900,1016.55
2011-05-04,1098.00,1129.40,1065.00,1116.90,1048200,1064.64
2011-05-03,1148.00,1162.00,1083.00,1091.50,794700,1040.43
2011-05-02,1185.00,1185.00,1141.05,1152.25,232100,1098.34
2011-04-29,1199.70,1199.70,1173.00,1185.10,378200,1129.65
2011-04-28,1224.00,1225.00,1195.25,1201.60,235600,1145.38
2011-04-27,1223.00,1233.90,1205.30,1221.15,140600,1164.01
2011-04-26,1211.00,1235.00,1192.00,1221.85,191700,1164.68
2011-04-25,1203.00,1228.00,1203.00,1215.00,260200,1158.15
2011-04-22,1200.00,1200.00,1200.00,1200.00,000,1143.85
2011-04-21,1210.00,1221.90,1196.25,1201.25,242100,1145.04
2011-04-20,1199.00,1211.75,1183.10,1206.20,154000,1149.76
2011-04-19,1183.55,1192.05,1177.00,1184.10,87000,1128.70
2011-04-18,1183.65,1210.00,1178.00,1188.85,226900,1133.22
2011-04-15,1195.15,1214.45,1179.05,1191.60,419800,1135.85
2011-04-14,1199.70,1199.70,1199.70,1199.70,000,1143.57
2011-04-13,1185.00,1204.00,1182.00,1197.05,364800,1141.04
2011-04-12,1189.95,1189.95,1189.95,1189.95,000,1134.27
2011-04-11,1190.00,1203.10,1180.65,1188.90,188900,1133.27
2011-04-08,1207.95,1208.05,1185.00,1188.70,236600,1133.08
2011-04-07,1198.00,1209.90,1190.90,1199.45,127100,1143.33
