Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
24-April-2007,2790.00,2816.60,2720.00,2748.70,2783.856758288466987815,14116,422,39296922.00,10983,77.81,96.60,-41.30
23-April-2007,2696.00,2800.00,2670.00,2785.10,2747.790002987155232500,10043,894,27596055.00,4010,39.93,130.00,89.10
20-April-2007,2590.00,2659.90,2543.00,2641.75,2614.801295396715244043,4323,424,11303786.00,2081,48.14,116.90,51.75
19-April-2007,2475.00,2550.00,2475.00,2524.15,2519.550860719874804381,639,105,1609993.00,152,23.79,75.00,49.15
18-April-2007,2552.00,2581.00,2536.00,2548.30,2561.945125199786893979,1877,127,4808771.00,1263,67.29,45.00,-3.70
17-April-2007,2560.00,2575.00,2545.00,2561.40,2564.468403908794788273,1535,95,3936459.00,842,54.85,30.00,1.40
16-April-2007,2590.00,2610.00,2571.25,2578.15,2599.553801925562908796,51829,116,134732274.00,50967,98.34,38.75,-11.85
13-April-2007,2520.00,2599.90,2500.00,2586.30,2582.482527759634225996,6124,362,15815123.00,4254,69.46,99.90,66.30
12-April-2007,2594.90,2620.00,2482.00,2500.65,2556.762256349675132900,6772,458,17314394.00,3915,57.81,138.00,-94.25
11-April-2007,2489.55,2625.00,2489.55,2605.25,2565.693604651162790697,6880,621,17651972.00,2991,43.47,135.45,115.70
10-April-2007,2400.00,2500.00,2380.05,2483.50,2453.921348314606741573,3738,352,9172758.00,1700,45.48,119.95,83.50
9-April-2007,2410.00,2435.00,2400.05,2428.15,2423.669540229885057471,2088,128,5060622.00,1541,73.80,34.95,18.15
5-April-2007,2285.00,2410.00,2285.00,2386.05,2386.861185264281900694,3746,393,8941182.00,1458,38.92,125.00,101.05
4-April-2007,2280.00,2300.00,2261.10,2297.15,2288.007371007371007371,814,134,1862438.00,242,29.73,38.90,17.15
3-April-2007,2240.00,2269.90,2234.00,2261.55,2252.597180261832829808,2979,223,6710487.00,755,25.34,35.90,21.55
2-April-2007,2311.00,2344.40,2225.00,2246.75,2282.565719947159841479,3028,234,6911609.00,2204,72.79,119.40,-64.25
30-March-2007,2359.00,2399.90,2325.00,2376.60,2375.417291354322838580,2001,189,4753210.00,928,46.38,74.90,17.60
29-March-2007,2370.00,2370.00,2310.50,2341.40,2346.078110295501599849,5313,137,12464713.00,4750,89.40,59.50,-28.60
28-March-2007,2385.00,2400.00,2341.25,2364.60,2369.334733893557422969,2856,215,6766820.00,2182,76.40,58.75,-20.40
26-March-2007,2305.50,2411.00,2280.00,2384.80,2339.556666666666666666,3000,322,7018670.00,1683,56.10,131.00,79.30
