Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
12-November-2008,523.00,552.80,516.00,531.55,538.191220164089537698,392103,13574,211026392.00,26962,6.88,36.80,8.55
11-November-2008,544.00,547.00,520.00,526.10,534.163717071800685708,291961,10148,155954973.00,23020,7.88,27.00,-17.90
10-November-2008,538.90,551.00,516.00,544.75,532.823479335438692846,291320,11604,155222136.00,42128,14.46,35.00,5.85
7-November-2008,490.25,533.80,485.10,524.55,514.201059965051043870,521904,17225,268363590.00,83502,16.00,48.70,34.30
6-November-2008,491.00,520.85,485.45,500.20,505.143617268460430317,602532,18814,304365194.00,115318,19.14,35.40,9.20
5-November-2008,520.00,548.90,500.25,505.65,527.124264867721752345,713307,22594,376001428.00,153384,21.50,48.65,-14.35
4-November-2008,553.95,553.95,491.80,508.20,511.242700624385484483,795342,21195,406612792.00,243208,30.58,62.15,-45.75
3-November-2008,560.00,570.00,527.10,548.70,545.499822906001826281,361390,12796,197138181.00,36684,10.15,42.90,-11.30
31-October-2008,555.00,595.00,530.05,537.45,563.940414680917788711,583533,14803,329077842.00,216215,37.05,64.95,-17.55
29-October-2008,560.00,575.00,535.00,542.50,554.319085340587361277,576783,12026,319721825.00,237828,41.23,40.00,-17.50
28-October-2008,525.00,550.00,520.00,540.50,536.081582612732865184,68924,3260,36948887.00,25782,37.41,30.00,15.50
27-October-2008,470.00,510.00,418.00,497.00,457.092435203858424832,749736,20688,342698654.00,249523,33.28,92.00,27.00
24-October-2008,525.00,536.85,446.00,490.20,514.899042053085364997,484578,15552,249508748.00,119176,24.59,90.85,-34.80
23-October-2008,497.00,586.00,497.00,547.45,544.088048933660783122,783428,20290,426253812.00,175339,22.38,89.00,50.45
22-October-2008,549.90,556.00,510.15,546.35,535.486034609123028883,487097,13681,260833641.00,119531,24.54,45.85,-3.55
21-October-2008,505.00,569.00,493.15,561.10,524.890206201891571244,1231463,19373,646382868.00,582560,47.31,75.85,56.10
20-October-2008,465.00,507.80,458.25,497.15,482.437503285269527266,665851,14141,321231494.00,280781,42.17,49.55,32.15
17-October-2008,504.00,516.00,445.00,454.15,488.899701341387842577,679371,17906,332144279.00,282905,41.64,71.00,-49.85
16-October-2008,520.00,520.00,467.00,495.20,492.784074826164543720,812550,19573,400411700.00,330803,40.71,53.00,-24.80
15-October-2008,580.00,587.45,535.00,542.05,567.600917963461959955,310252,8732,176099320.00,119100,38.39,52.45,-37.95
14-October-2008,597.25,620.00,583.00,592.15,602.296024691072605162,432545,11677,260520134.00,153922,35.59,37.00,-5.10
13-October-2008,536.00,602.25,529.00,575.80,568.684828498598999766,980371,18380,557522114.00,404762,41.29,73.25,39.80
10-October-2008,512.00,550.00,490.00,523.00,519.240650471739115898,598212,15451,310615988.00,245047,40.96,60.00,11.00
8-October-2008,566.00,566.00,510.00,546.60,533.677391204662272975,427431,17350,228110261.00,82021,19.19,56.00,-19.40
7-October-2008,622.00,666.00,567.00,575.80,596.828354891906516529,310472,12662,185298493.00,61288,19.74,99.00,-46.20
6-October-2008,648.00,648.00,600.25,619.25,614.372536941100848631,261362,8388,160573635.00,106260,40.66,47.75,-28.75
3-October-2008,665.00,670.00,642.00,656.80,653.166869465455502634,201349,7211,131514496.00,49647,24.66,28.00,-8.20
1-October-2008,670.00,682.80,645.00,671.00,666.275709653630500181,427145,10945,284596338.00,133216,31.19,37.80,1.00
30-September-2008,575.00,674.00,575.00,662.75,643.458349672071905827,260118,11625,167375099.00,44031,16.93,99.00,87.75
29-September-2008,680.00,680.00,612.10,619.65,636.748851596223540546,389889,11472,248261373.00,108841,27.92,67.90,-60.35
26-September-2008,685.00,695.00,666.20,676.45,673.872062916066712725,464619,10905,313093764.00,259225,55.79,28.80,-8.55
25-September-2008,715.00,719.00,675.00,690.20,696.435511146050033998,395611,13085,275517549.00,130470,32.98,44.00,-24.80
24-September-2008,734.70,735.00,693.05,713.45,712.149933826333380689,267478,12076,190484440.00,30348,11.35,41.95,-21.25
23-September-2008,760.00,767.00,717.00,720.75,738.177922127111582455,158412,5941,116936241.00,53211,33.59,50.00,-39.25
22-September-2008,775.00,784.95,754.00,766.00,764.277632698397693434,169256,3281,129358575.00,89998,53.17,30.95,-9.00
19-September-2008,730.00,775.00,730.00,766.00,761.244287788107612385,881051,10629,670695041.00,578733,65.69,45.00,36.00
18-September-2008,720.00,746.00,672.00,720.10,714.798852202511735088,363653,10704,259938747.00,146549,40.30,74.00,0.10
17-September-2008,759.00,764.00,728.00,728.80,740.262600955601235732,253453,8546,187621777.00,80814,31.89,36.00,-30.20
16-September-2008,750.00,750.95,720.00,749.55,743.638177306670264499,170473,5725,126770231.00,68591,40.24,30.95,-0.45
15-September-2008,800.00,800.00,745.15,761.80,756.775524007323805099,439116,10318,332312241.00,235967,53.74,54.85,-38.20
12-September-2008,835.00,845.00,802.90,808.15,818.812414248546850893,175653,6992,143826857.00,29055,16.54,42.10,-26.85
11-September-2008,849.90,851.00,830.00,836.10,839.287242830423940149,128320,3633,107697339.00,49705,38.74,21.00,-13.80
10-September-2008,865.90,869.60,848.00,851.15,858.227786373161512700,102122,3734,87643938.00,28412,27.82,21.60,-14.75
9-September-2008,853.00,870.10,840.15,866.20,859.244099968737649897,169533,5238,145670230.00,65896,38.87,29.95,13.20
8-September-2008,860.00,875.00,845.35,854.95,854.705831347222682884,211049,4936,180384811.00,123019,58.29,29.65,-5.05
5-September-2008,845.00,851.90,815.00,838.15,838.377199164380458583,158924,4181,133238258.00,51055,32.13,36.90,-6.85
4-September-2008,845.00,854.95,834.20,844.15,845.178349808486794788,119574,3998,101061356.00,35134,29.38,20.75,-0.85
2-September-2008,825.00,852.50,818.00,848.80,834.148181763175409935,181797,6619,151645637.00,61900,34.05,34.50,23.80
1-September-2008,810.00,819.00,808.25,814.35,813.241426238432226456,106546,3751,86647621.00,14630,13.73,10.75,4.35
29-August-2008,814.00,819.50,800.20,812.45,810.998686246265471617,149952,5366,121610875.00,26874,17.92,19.30,-1.55
28-August-2008,820.00,825.00,782.50,793.60,804.172699488496873135,219549,5303,176555312.00,123819,56.40,42.50,-26.40
27-August-2008,835.50,840.00,813.00,818.55,824.691944101931771475,155712,4810,128414432.00,44617,28.65,27.00,-16.95
26-August-2008,817.00,836.40,815.00,832.35,830.352682833683406530,136162,5328,113062482.00,19330,14.20,21.40,15.35
25-August-2008,825.00,833.00,815.00,817.90,821.860568735857419460,85734,2323,70461394.00,35986,41.97,18.00,-7.10
22-August-2008,815.00,824.00,803.25,818.40,813.601847880112479659,146871,5359,119494517.00,32775,22.32,20.75,3.40
21-August-2008,835.00,843.00,815.00,817.75,822.305998451709765957,127883,3876,105158958.00,48925,38.26,28.00,-17.25
20-August-2008,845.00,849.00,836.60,839.95,840.715767594740912606,103440,3271,86963639.00,27290,26.38,12.40,-5.05
19-August-2008,841.00,850.00,835.25,840.10,843.648583201078898152,134211,4721,113226920.00,29797,22.20,14.75,-0.90
18-August-2008,829.00,852.00,829.00,841.80,844.884264029518256074,173723,5452,146775829.00,61286,35.28,23.00,12.80
14-August-2008,835.00,842.50,810.05,831.45,832.610628545115850723,238885,8840,198898190.00,36867,15.43,32.45,-3.55
13-August-2008,815.00,835.00,808.10,828.05,821.520231577292850967,190865,6009,156799459.00,54598,28.61,26.90,13.05
12-August-2008,838.00,841.90,815.00,818.20,826.747722983826946770,256476,6992,212040949.00,104394,40.70,26.90,-19.80
11-August-2008,860.00,860.00,825.00,833.60,833.958566538833009371,247457,7133,206368885.00,108731,43.94,35.00,-26.40
8-August-2008,850.00,854.00,833.00,842.55,843.062219526986052152,131920,4494,111216768.00,33049,25.05,21.00,-7.45
7-August-2008,860.00,870.00,845.00,851.40,859.122665883905243242,344081,8037,295607786.00,127812,37.15,25.00,-8.60
6-August-2008,840.00,868.70,837.00,858.45,852.330037947797887130,324393,9227,276489898.00,128191,39.52,31.70,18.45
5-August-2008,820.00,835.50,808.00,830.85,823.210445716127992262,198512,7894,163417152.00,47541,23.95,27.50,10.85
4-August-2008,839.25,839.95,812.50,816.30,820.288897805692531661,301553,10686,247360578.00,74126,24.58,27.45,-22.95
1-August-2008,829.00,857.50,811.00,839.25,838.524350825295021453,313706,8510,263050120.00,146087,46.57,46.50,10.25
31-July-2008,841.00,841.00,821.05,832.55,829.283384055110590452,157066,4880,130252224.00,47391,30.17,19.95,-8.45
30-July-2008,814.90,843.00,804.00,838.60,822.287501416930110709,317588,11004,261148643.00,116769,36.77,39.00,23.70
29-July-2008,800.00,812.25,791.00,808.25,803.365294448930294415,147377,5666,118397567.00,32925,22.34,21.25,8.25
