Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2010,2293.70,2313.70,2276.55,2301.95,2298.970211458999239304,280007,11563,643727752.00,44339,15.83,37.15,8.25
25-June-2010,2351.00,2356.00,2288.00,2300.80,2321.224195702102658144,280835,11785,651880997.00,42947,15.29,68.00,-50.20
24-June-2010,2345.00,2365.95,2337.90,2356.35,2355.139504492731418477,221914,8433,522638428.00,46647,21.02,28.05,11.35
23-June-2010,2335.00,2358.00,2329.25,2349.55,2340.235033859172889477,207034,9376,484508220.00,28616,13.82,28.75,14.55
22-June-2010,2378.10,2385.00,2300.00,2354.85,2365.124034325802814548,191576,7761,453101002.00,47200,24.64,85.00,-23.25
21-June-2010,2362.00,2402.50,2362.00,2386.95,2391.773512739343724693,298838,10924,714752813.00,110893,37.11,40.50,24.95
18-June-2010,2352.00,2384.00,2341.00,2372.70,2362.197683743793096423,539923,16671,1275404860.00,155570,28.81,43.00,20.70
17-June-2010,2360.00,2360.00,2326.10,2345.25,2342.494903160040774719,262908,11573,615860650.00,21434,8.15,33.90,-14.75
16-June-2010,2365.00,2379.80,2265.00,2361.00,2362.455069313087250711,421349,15568,995418081.00,129142,30.65,114.80,-4.00
15-June-2010,2349.80,2374.20,2320.00,2363.95,2343.958702165327522810,469952,16555,1101548080.00,148732,31.65,54.20,14.15
14-June-2010,2354.85,2365.00,2326.55,2344.70,2343.243196487759492934,275152,12480,644748052.00,41047,14.92,38.45,-10.15
11-June-2010,2336.00,2354.00,2327.10,2338.00,2340.446197082241684047,351914,15433,823635783.00,37582,10.68,26.90,2.00
10-June-2010,2281.00,2339.60,2281.00,2327.05,2317.389423139131357412,772838,27986,1790966607.00,220428,28.52,58.60,46.05
9-June-2010,2277.00,2309.00,2258.50,2272.95,2284.064413837034965469,643635,23450,1470103799.00,97856,15.20,50.50,-4.05
8-June-2010,2285.00,2329.90,2268.00,2284.35,2302.094442687519765402,417396,18324,960885012.00,42542,10.19,61.90,-0.65
7-June-2010,2300.00,2303.90,2273.00,2287.05,2287.471618837579657028,406273,16908,929337957.00,88481,21.78,30.90,-12.95
4-June-2010,2298.00,2348.95,2277.60,2341.80,2323.058038462567918417,597776,27853,1388668342.00,128923,21.57,71.35,43.80
3-June-2010,2270.00,2303.70,2270.00,2286.50,2291.799919694730717858,366103,16732,839034826.00,65854,17.99,33.70,16.50
2-June-2010,2210.00,2267.45,2201.00,2258.95,2237.347253995985242512,399526,16269,893878399.00,57813,14.47,66.45,48.95
1-June-2010,2260.00,2275.00,2203.00,2210.15,2239.164025650681498619,369113,13670,826504551.00,74192,20.10,72.00,-49.85
31-May-2010,2240.00,2274.90,2231.50,2268.35,2257.311080397642850334,356702,13955,805187377.00,42773,11.99,43.40,28.35
28-May-2010,2239.00,2251.65,2202.85,2235.30,2230.849027789936482924,411228,18552,917387584.00,44466,10.81,48.80,-3.70
27-May-2010,2165.00,2240.00,2158.25,2215.70,2188.422185934135814705,509503,19806,1115007669.00,128877,25.29,81.75,50.70
26-May-2010,2170.00,2183.35,2151.00,2172.10,2169.842477881193696930,347894,13876,754875179.00,88187,25.35,32.35,2.10
25-May-2010,2232.00,2232.00,2138.00,2154.60,2175.231020064107540954,540966,22145,1176726024.00,127498,23.57,94.00,-77.40
24-May-2010,2275.00,2311.65,2231.80,2243.00,2272.881219238096382790,332798,14915,756410324.00,43226,12.99,79.85,-32.00
21-May-2010,2245.00,2283.40,2209.15,2271.55,2251.406020390486692946,473358,18670,1065721051.00,91032,19.23,74.25,26.55
20-May-2010,2230.00,2274.00,2220.00,2263.40,2253.929819394724729113,458403,19734,1033208191.00,53807,11.74,54.00,33.40
